,player_international,actual_team,number,Name,Nationalite,mois_de_naissance,jour_de_naissance,anne_de_naissance,age_actuel,taille_en_m,Poste,Pied_fort,id,Unnamed: 0,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,dico_fifa,Dribbling,Marking,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Acceleration,Strength,Balance,Agility,Penalties,Volleys,Power,Jumping,Heading,Curve,Injury,Finishing
0,True, Valence CF,7,Edinson Roberto Cavani Gómez, Uruguayen Italien,février,14,1987,35,"1,88",Attaquant,Droit,3294,0,Edinson Cavani,32,2592,28,24.31458006054163,6,6.4004941545426846,106,38,3,0,F S,Paris Saint Germain,25,20.514118053019047,29.75093987584114,5.191347144544125,"{'Dribbling': '71', 'Marking': '45', 'Aggression': '81', 'Reactions': '85', 'Interceptions': '54', 'Vision': '74', 'Composure': '82', 'Crossing': '66', 'Acceleration': '60', 'Stamina': '70', 'Strength': '75', 'Balance': '57', 'Agility': '64', 'Jumping': '87', 'Heading': '85', 'Finishing': '85', 'Curve': '76', 'Penalties': '84', 'Volleys': '86', 'Injury': 'Prone', 'Power': 'Header', 'id': 3294}",71,45,81,85,54,74,82,66,60,75,,64,84,86,Header,87,85,76,Prone,85
1,True, Tigres UANL,26,Florian Tristan Mariano Thauvin[1], Français,janvier,26,1993,29,"1,79",Milieu offensif / Ailier droit,Gauche,942,1,Florian Thauvin,35,2973,22,17.187834814190865,11,13.00877781957388,129,75,6,0,F M,Marseille,19,14.148056656122208,29.72486056108028,10.166102330200374,"{'Dribbling': '79', 'Marking': '51', 'Aggression': '56', 'Reactions': '81', 'Interceptions': '49', 'Vision': '76', 'Composure': '81', 'Crossing': '79', 'Acceleration': '80', 'Stamina': '81', 'Strength': '69', 'Balance': '72', 'Agility': '84', 'Jumping': '76', 'Heading': '70', 'Finishing': '72', 'Curve': '84', 'Penalties': '78', 'Volleys': '75', 'Finesse': 'Shot'}",79,51,56,81,49,76,81,79,80,69,,84,78,75,,76,70,84,,72
2,True, FC Barcelone,14,, Néerlandais,février,13,1994,28,"1,78",Attaquant,Droit,555,2,Memphis Depay,36,2569,19,13.003762170672417,13,7.758002858608961,106,75,2,0,F M S,Lyon,17,11.48357917368412,19.44432764314115,6.923560222610831,"{'Dribbling': '87', 'Marking': 'None', 'Aggression': '72', 'Reactions': '84', 'Interceptions': '28', 'Vision': '85', 'Composure': '80', 'Crossing': '84', 'Acceleration': '82', 'Stamina': '79', 'Strength': '83', 'Balance': '81', 'Agility': '80', 'Jumping': '69', 'Heading': '65', 'Finishing': '84', 'Curve': '85', 'Penalties': '76', 'Volleys': '75', 'id': 555}",87,None,72,84,28,85,80,84,82,83,,80,76,75,,69,65,85,,84
3,True, Paris Saint-Germain,10,Neymar da Silva Santos Júnior, Brésilien,février,5,1992,30,"1,75",Attaquant polyvalent,Droitier,2099,3,Neymar,20,1797,19,16.53780734539032,13,12.280964711681008,91,70,4,1,F M,Paris Saint Germain,15,13.497421391308308,31.42877624928952,11.523165337741377,"{'Dribbling': '95', 'Marking': 'None', 'Aggression': '63', 'Reactions': '88', 'Interceptions': '37', 'Vision': '89', 'Composure': '93', 'Crossing': '84', 'Acceleration': '88', 'Stamina': '79', 'Strength': '52', 'Balance': '82', 'Agility': '93', 'Jumping': '62', 'Heading': '63', 'Finishing': '83', 'Curve': '88', 'Penalties': '91', 'Volleys': '86', 'FK': 'Specialist', 'Injury': 'Prone'}",95,None,63,88,37,89,93,84,88,52,,93,91,86,,62,63,88,Prone,83
4,True, FC Sion,45,Mario Balotelli Barwuah [1], Ghanéen   Italien (depuis 2008)[2],août,12,1990,32,"1,89",Avant-centre,Droit,1817,5,Mario Balotelli,28,2289,18,14.911137357354164,1,3.0626900047063828,108,32,11,1,F S,Nice,12,9.590470306575298,11.901695899665356,3.644095813855529,"{'Dribbling': '78', 'Marking': 'None', 'Aggression': '73', 'Reactions': '62', 'Interceptions': '30', 'Vision': '74', 'Composure': '80', 'Crossing': '64', 'Acceleration': '67', 'Stamina': '59', 'Strength': '91', 'Balance': '49', 'Agility': '68', 'Jumping': '72', 'Heading': '72', 'Finishing': '80', 'Curve': '76', 'Penalties': '91', 'Volleys': '78', 'Power': 'Free-Kick', 'Injury': 'Prone'}",78,None,73,62,30,74,80,64,67,91,,68,91,78,Free-Kick,72,72,76,Prone,80
5,True, Real Betis ,8,, Français Algérien,juillet,18,1993,29,"1,73",Milieu offensif / Attaquant,Gauche,3667,6,Nabil Fekir,30,2488,18,11.944972170516849,8,7.036876141093671,88,60,8,0,F M S,Lyon,15,8.90458970144391,17.899115040898323,7.284308968111873,"{'Dribbling': '89', 'Marking': 'None', 'Aggression': '79', 'Reactions': '81', 'Interceptions': '34', 'Vision': '87', 'Composure': '89', 'Crossing': '81', 'Acceleration': '88', 'Stamina': '80', 'Strength': '81', 'Balance': '91', 'Agility': '85', 'Jumping': '64', 'Heading': '49', 'Finishing': '83', 'Curve': '83', 'Penalties': '74', 'Volleys': '77', 'Power': 'Free-Kick', 'Finesse': 'Shot'}",89,None,79,81,34,87,89,81,88,81,,85,74,77,Free-Kick,64,49,83,,83
6,True, Borussia Mönchengladbach,14,Alassane Alexandre Pléa, Français Malien,mars,10,1993,29,"1,8",Attaquant,Droit,3310,9,Alassane Pléa,35,3045,16,13.466316292062402,5,3.0122389681637287,107,30,7,0,F S,Nice,15,11.9461242351681,17.2691379096359,3.268204786814749,"{'Dribbling': '77', 'Marking': 'None', 'Aggression': '67', 'Reactions': '82', 'Interceptions': '39', 'Vision': '81', 'Composure': '79', 'Crossing': '79', 'Acceleration': '77', 'Stamina': '77', 'Strength': '74', 'Balance': '79', 'Agility': '81', 'Jumping': '71', 'Heading': '73', 'Finishing': '79', 'Curve': '82', 'Penalties': '68', 'Volleys': '80', 'Finesse': 'Shot', 'id': 3310}",77,None,67,82,39,81,79,79,77,74,,81,68,80,,71,73,82,,79
7,True, ESTAC Troyes(en prêt du Séville FC),11,Marcos Paulo Mesquita Lopes, Brésilien Portugais,décembre,28,1995,27,"1,75","Milieu offensif, aillier",Gauche,3362,10,Rony Lopes,38,2559,15,10.683087401092052,5,5.735834030434489,68,41,2,0,M S,Monaco,15,10.683087401092052,19.162293888628483,5.228738319128752,"{'Dribbling': '77', 'Marking': 'None', 'Aggression': '39', 'Reactions': '67', 'Interceptions': '29', 'Vision': '73', 'Composure': '72', 'Crossing': '76', 'Acceleration': '82', 'Stamina': '68', 'Strength': '62', 'Balance': '88', 'Agility': '83', 'Jumping': '55', 'Heading': '38', 'Finishing': '71', 'Curve': '76', 'Penalties': '65', 'Volleys': '56'}",77,None,39,67,29,73,72,76,82,62,,83,65,56,,55,38,76,,71
8,True, LB Châteauroux,26,, Français,mars,1er,1988,34,"1,82",Attaquant,Droit,3512,11,Nolan Roux,35,2854,15,8.950713602826,1,1.6828645272180438,82,26,8,0,F M S,Metz,15,8.19061822630465,12.09038413502276,4.194664721377194,"{'Dribbling': '71', 'Marking': '43', 'Aggression': '53', 'Reactions': '65', 'Interceptions': '32', 'Vision': '64', 'Composure': '67', 'Crossing': '62', 'Acceleration': '66', 'Stamina': '62', 'Strength': '70', 'Balance': '69', 'Agility': '67', 'Jumping': '75', 'Heading': '72', 'Finishing': '68', 'Curve': '65', 'Penalties': '69', 'Volleys': '67'}",71,43,53,65,32,64,67,62,66,70,,67,69,67,,75,72,65,,68
9,True, İstanbul Başakşehir(en prêt d'Aston Villa),9,Bertrand Isidore Traoré, Burkinabé,septembre,6,1995,27,"1,83",Attaquant,Gauche,695,12,Bertrand Traoré,31,2293,13,9.106915744021537,4,2.8190845930948853,79,26,3,0,F M S,Lyon,13,9.106915744021537,17.78347520902753,7.707059936597943,"{'Dribbling': '81', 'Marking': 'None', 'Aggression': '60', 'Reactions': '68', 'Interceptions': '54', 'Vision': '73', 'Composure': '74', 'Crossing': '72', 'Acceleration': '76', 'Stamina': '64', 'Strength': '65', 'Balance': '59', 'Agility': '87', 'Jumping': '75', 'Heading': '66', 'Finishing': '74', 'Curve': '79', 'Penalties': '69', 'Volleys': '71', 'Injury': 'Prone', 'Finesse': 'Shot'}",81,None,60,68,54,73,74,72,76,65,,87,69,71,,75,66,79,Prone,74
10,False,,,Emiliano Raúl Sala Taffarel, Argentin   Italien[1],octobre,31,1990Cululú,Argentine),"1,87",Avant-centre,Droit,3406,17,Emiliano Sala,36,3039,12,15.75446859933436,4,2.546961300075054,95,35,3,1,F S,Nantes,8,11.954124284908175,15.332340646535158,2.844368513673544,"{'Dribbling': '75', 'Marking': '62', 'Aggression': '75', 'Reactions': '80', 'Interceptions': '62', 'Vision': '63', 'Composure': '81', 'Crossing': '59', 'Acceleration': '56', 'Stamina': '92', 'Strength': '84', 'Balance': '55', 'Agility': '59', 'Jumping': '77', 'Heading': '84', 'Finishing': '82', 'Curve': '72', 'Penalties': '73', 'Volleys': '77', 'Power': 'Header', 'Target': 'Forward'}",75,62,75,80,62,63,81,59,56,84,,59,73,77,Header,77,84,72,,82
11,True, Al Raed,17,Júlio Carolino Tavares, Cap-Verdien Français[1],novembre,19,1988,34,"1,87",Attaquant,Droit,5622,18,Júlio Tavares,26,2053,12,9.566526506096125,2,1.7222123318351803,52,27,3,0,F S,Dijon,9,7.286244470626116,10.82659392990172,2.5529824011027813,"{'Dribbling': '68', 'Marking': 'None', 'Aggression': '87', 'Reactions': '73', 'Interceptions': '23', 'Vision': '63', 'Composure': '71', 'Crossing': '39', 'Acceleration': '62', 'Stamina': '83', 'Strength': '86', 'Balance': '39', 'Agility': '66', 'Jumping': '86', 'Heading': '82', 'Finishing': '76', 'Curve': '55', 'Penalties': '75', 'Volleys': '69', 'Power': 'Header'}",68,None,87,73,23,63,71,39,62,86,,66,75,69,Header,86,82,55,,76
12,True, FC Marmande 47(entraineur attaquant U16 et U17),,Jimmy Julien Briand, Français,août,2,1985,37,"1,81","Attaquant, ailier",Droit,3477,19,Jimmy Briand,37,3215,11,10.744803111068904,2,2.2289986051619053,73,28,4,0,F M S,Guingamp,8,7.704423422925174,11.076998696662486,2.7138083316385746,"{'Dribbling': '71', 'Marking': '42', 'Aggression': '70', 'Reactions': '75', 'Interceptions': '42', 'Vision': '72', 'Composure': '75', 'Crossing': '70', 'Acceleration': '55', 'Stamina': '52', 'Strength': '74', 'Balance': '66', 'Agility': '66', 'Jumping': '75', 'Heading': '73', 'Finishing': '72', 'Curve': '68', 'Penalties': '76', 'Volleys': '71', 'Finesse': 'Shot', 'Team': 'Player'}",71,42,70,75,42,72,75,70,55,74,,66,76,71,,75,73,68,,72
13,True, FC Zurich,9,, Croate,mai,21,1989,33,"1,90",Avant-centre,Droit,5701,22,Ivan Santini,32,2776,11,14.389147751964629,1,1.289746011607349,85,26,3,0,F S,Caen,6,9.828586324118078,10.360972010530531,2.023701903410256,"{'Dribbling': '59', 'Marking': 'None', 'Aggression': '83', 'Reactions': '68', 'Interceptions': '40', 'Vision': '64', 'Composure': '65', 'Crossing': '33', 'Acceleration': '45', 'Stamina': '74', 'Strength': '89', 'Balance': '41', 'Agility': '38', 'Jumping': '60', 'Heading': '79', 'Finishing': '72', 'Curve': '39', 'Penalties': '74', 'Volleys': '74'}",59,None,83,68,40,64,65,33,45,89,,38,74,74,,60,79,39,,72
14,True, FC Sion,13,Giovanni-Guy Yann Sio, Ivoirien  Français,mars,31,1989,33,"1,80",Attaquant,,3228,23,Giovanni Sio,33,2219,10,11.65587466955185,3,3.417699318379164,84,22,5,1,F S,Montpellier,10,10.895779639482498,13.49928125552833,1.2132206577807665,"{'Dribbling': '69', 'Marking': 'None', 'Aggression': '73', 'Reactions': '65', 'Interceptions': '18', 'Vision': '67', 'Composure': '70', 'Crossing': '62', 'Acceleration': '70', 'Stamina': '62', 'Strength': '76', 'Balance': '70', 'Agility': '74', 'Jumping': '69', 'Heading': '70', 'Finishing': '68', 'Curve': '73', 'Penalties': '68', 'Volleys': '73', 'Team': 'Player'}",69,None,73,65,18,67,70,62,70,76,,74,68,73,,69,70,73,,68
15,True, Stade rennais FC,14,, Français,janvier,14,1994,28,"1,78",Milieu de terrain,Droit,4773,24,Benjamin Bourigeaud,37,3111,10,8.484215121716261,7,7.6288589127361774,66,95,3,0,F M S,Rennes,7,6.203994708135724,12.490284023806453,5.94479551538825,"{'Dribbling': '82', 'Marking': 'None', 'Aggression': '74', 'Reactions': '81', 'Interceptions': '73', 'Vision': '82', 'Composure': '78', 'Crossing': '84', 'Acceleration': '75', 'Stamina': '86', 'Strength': '72', 'Balance': '72', 'Agility': '72', 'Jumping': '72', 'Heading': '66', 'Finishing': '77', 'Curve': '80', 'Penalties': '76', 'Volleys': '78', 'Solid': 'Player'}",82,None,74,81,73,82,78,84,75,72,,72,76,78,,72,66,80,,77
16,True, Montpellier HSC,99,, Français Tunisien,février,8,1991,31,"1,76",Milieu offensif ou attaquant,Droit,734,25,Wahbi Khazri,24,1941,9,7.276469053700566,2,3.860745899379253,65,33,7,1,F M S,Rennes,6,4.236088464036584,8.30859662219882,2.4734625928103924,"{'Dribbling': '75', 'Marking': 'None', 'Aggression': '74', 'Reactions': '76', 'Interceptions': '53', 'Vision': '76', 'Composure': '80', 'Crossing': '78', 'Acceleration': '66', 'Stamina': '70', 'Strength': '70', 'Balance': '77', 'Agility': '77', 'Jumping': '34', 'Heading': '54', 'Finishing': '77', 'Curve': '79', 'Penalties': '83', 'Volleys': '72'}",75,None,74,76,53,76,80,78,66,70,,77,83,72,,34,54,79,,77
17,True, Ajax Amsterdam (en prêt du Séville FC),11,Lucas Ariel Ocampos, Argentin,juillet,11,1994,28,"1,88",Ailier,Droit,1109,26,Lucas Ocampos,31,2038,9,12.01022112555802,3,2.961526352912188,62,24,6,1,M S,Marseille,9,12.01022112555802,16.694006774574518,4.70046161301434,"{'Dribbling': '85', 'Marking': 'None', 'Aggression': '81', 'Reactions': '81', 'Interceptions': '71', 'Vision': '78', 'Composure': '81', 'Crossing': '78', 'Acceleration': '80', 'Stamina': '90', 'Strength': '81', 'Balance': '61', 'Agility': '78', 'Jumping': '80', 'Heading': '77', 'Finishing': '81', 'Curve': '80', 'Penalties': '79', 'Volleys': '81'}",85,None,81,81,71,78,81,78,80,81,,78,79,81,,80,77,80,,81
18,True, Montpellier HSC,9,Valère Bruno René Germain, Français,avril,17,1990,32,"1,80",Avant-centre,Droit,3309,27,Valère Germain,35,2186,9,10.804504003375769,5,4.80305084772408,60,24,2,0,F M S,Marseille,9,10.0444100163877,15.537382535636423,4.586214108392596,"{'Dribbling': '70', 'Marking': 'None', 'Aggression': '61', 'Reactions': '74', 'Interceptions': '44', 'Vision': '71', 'Composure': '69', 'Crossing': '69', 'Acceleration': '63', 'Stamina': '72', 'Strength': '61', 'Balance': '69', 'Agility': '76', 'Jumping': '84', 'Heading': '75', 'Finishing': '73', 'Curve': '69', 'Penalties': '75', 'Volleys': '73', 'Finesse': 'Shot', 'Solid': 'Player'}",70,None,61,74,44,71,69,69,63,61,,76,75,73,,84,75,69,,73
19,True, RC Lens,22,, Français,avril,19,1995,27,"1,71",Attaquant,,3799,28,Wesley Said,29,1845,9,4.092508629895747,2,2.124414786696434,49,14,4,0,F M S,Dijon,9,4.092508629895747,7.125699419528246,1.4734861850738523,"{'Dribbling': '76', 'Marking': 'None', 'Aggression': '44', 'Reactions': '75', 'Interceptions': '23', 'Vision': '69', 'Composure': '73', 'Crossing': '64', 'Acceleration': '75', 'Stamina': '66', 'Strength': '60', 'Balance': '84', 'Agility': '84', 'Jumping': '61', 'Heading': '64', 'Finishing': '75', 'Curve': '59', 'Penalties': '60', 'Volleys': '71', 'Injury': 'Prone', 'Finesse': 'Shot'}",76,None,44,75,23,69,73,64,75,60,,84,60,71,,61,64,59,Prone,75
20,True,,,Konstantínos Mítroglou, Grec Allemand[1],mars,12,1988,34,"1,88",Avant-centre,,6355,29,Kostas Mitroglou,19,860,9,10.87137407064438,0,0.8671731995418668,44,11,2,0,F S,Marseille,9,10.87137407064438,9.712192833423616,0.8796325139701366,"{'Dribbling': '67', 'Marking': '13', 'Aggression': '74', 'Reactions': '72', 'Interceptions': '10', 'Vision': '68', 'Composure': '73', 'Crossing': '60', 'Acceleration': '47', 'Stamina': '60', 'Strength': '86', 'Balance': '32', 'Agility': '42', 'Jumping': '74', 'Heading': '79', 'Finishing': '75', 'Curve': '70', 'Penalties': '62', 'Volleys': '74', 'Power': 'Header', 'id': 6355}",67,13,74,72,10,68,73,60,47,86,,42,62,74,Header,74,79,70,,75
21,True, Sivasspor,7,, Ivoirien Français,novembre,30,1987,35,"1,75",Ailier gauche / Avant-centre,Droit,464,30,Max Gradel,29,2420,8,7.475238494575024,1,4.670558389276266,69,44,5,1,F M S,Toulouse,4,3.674767404794693,8.305693920701742,2.74668007530272,"{'Dribbling': '78', 'Marking': 'None', 'Aggression': '59', 'Reactions': '76', 'Interceptions': '51', 'Vision': '78', 'Composure': '79', 'Crossing': '68', 'Acceleration': '80', 'Stamina': '73', 'Strength': '59', 'Balance': '75', 'Agility': '83', 'Jumping': '72', 'Heading': '65', 'Finishing': '78', 'Curve': '74', 'Penalties': '75', 'Volleys': '67'}",78,None,59,76,51,78,79,68,80,59,,83,75,67,,72,65,74,,78
22,True, Hertha BSC,19,, Monténégrin Serbe,novembre,2,1989,33,"1,83",Attaquant polyvalent,Ambidextre,1524,32,Stevan Jovetic,15,746,8,6.154983628541231,1,0.4828283991664648,35,8,1,0,F M S,Monaco,8,6.154983628541231,8.861549945548177,2.5821572970598936,"{'Dribbling': '79', 'Marking': 'None', 'Aggression': '50', 'Reactions': '77', 'Interceptions': '30', 'Vision': '78', 'Composure': '78', 'Crossing': '72', 'Acceleration': '64', 'Stamina': '45', 'Strength': '71', 'Balance': '70', 'Agility': '77', 'Jumping': '73', 'Heading': '74', 'Finishing': '77', 'Curve': '84', 'Penalties': '78', 'Volleys': '79', 'Injury': 'Prone'}",79,None,50,77,30,78,78,72,64,71,,77,78,79,,73,74,84,Prone,77
23,True, LOSC Lille,10,, Français,mars,8,1990,32,"1,71",Milieu offensif,Droit,3390,34,Rémy Cabella,29,2317,8,8.44112743716687,6,5.485016904771328,60,49,3,0,F M S,"Marseille,Saint-Etienne",7,6.1609164057299495,15.19828981347382,7.477315533906221,"{'Dribbling': '78', 'Marking': 'None', 'Aggression': '47', 'Reactions': '70', 'Interceptions': '55', 'Vision': '74', 'Composure': '71', 'Crossing': '71', 'Acceleration': '71', 'Stamina': '69', 'Strength': '48', 'Balance': '78', 'Agility': '83', 'Jumping': '35', 'Heading': '57', 'Finishing': '68', 'Curve': '74', 'Penalties': '71', 'Volleys': '70'}",78,None,47,70,55,74,71,71,71,48,,83,71,70,,35,57,74,,68
24,True, Aston Villa,8,Morgan Stéphane Sanson, Français,août,18,1994,28,"1,80",Milieu de terrain,Droit,3696,35,Morgan Sanson,33,2188,8,6.095412377268076,2,3.7177057955414057,53,37,8,0,M S,Marseille,8,6.095412377268076,14.939872913062572,7.449057276360691,"{'Dribbling': '76', 'Marking': 'None', 'Aggression': '73', 'Reactions': '76', 'Interceptions': '71', 'Vision': '78', 'Composure': '77', 'Crossing': '74', 'Acceleration': '72', 'Stamina': '69', 'Strength': '72', 'Balance': '68', 'Agility': '74', 'Jumping': '76', 'Heading': '65', 'Finishing': '71', 'Curve': '76', 'Penalties': '68', 'Volleys': '72', 'Injury': 'Prone', 'id': 3696}",76,None,73,76,71,78,77,74,72,72,,74,68,72,,76,65,76,Prone,71
25,True, Charleroi SC,7,, Belge,mars,8,1996,26,"1,87","Attaquant, Ailier droit",,5662,37,Isaac Mbenza,38,2090,8,7.547265041619539,0,1.1940422980114818,55,29,4,0,F M S,Montpellier,8,7.547265041619539,9.759234627708793,2.4909240351989865,"{'Dribbling': '72', 'Marking': 'None', 'Aggression': '47', 'Reactions': '60', 'Interceptions': '21', 'Vision': '60', 'Composure': '64', 'Crossing': '70', 'Acceleration': '79', 'Stamina': '50', 'Strength': '71', 'Balance': '57', 'Agility': '74', 'Jumping': '77', 'Heading': '59', 'Finishing': '65', 'Curve': '72', 'Penalties': '55', 'Volleys': '59', 'Early': 'Crosser', 'id': 5662}",72,None,47,60,21,60,64,70,79,71,,74,55,59,,77,59,72,,65
26,True,,,, Sénégalais   Français,septembre,10,1989,33,"1,84",Milieu relayeur,Gauche,3474,40,Younousse Sankhare,29,1886,7,6.342792186886072,1,1.5699118869379165,39,20,5,0,F M S,Bordeaux,7,6.342792186886072,10.463422318920491,4.725961034186184,"{'Dribbling': '71', 'Marking': '69', 'Aggression': '85', 'Reactions': '72', 'Interceptions': '66', 'Vision': '66', 'Composure': '74', 'Crossing': '68', 'Acceleration': '55', 'Stamina': '66', 'Strength': '82', 'Balance': '55', 'Agility': '68', 'Jumping': '74', 'Heading': '77', 'Finishing': '64', 'Curve': '63', 'Penalties': '59', 'Volleys': '68', 'id': 3474}",71,69,85,72,66,66,74,68,55,82,,68,59,68,,74,77,63,,64
27,True, LOSC Lille,7,, Français,mars,26,1996,26,"1,75",Ailier,Ambidextre,3749,42,Jonathan Bamba,34,2565,7,9.11235148459673,8,8.142907910980284,68,54,1,0,F M S,Saint-Etienne,3,6.072165219113231,16.868887617252767,5.890205463394523,"{'Dribbling': '78', 'Marking': 'None', 'Aggression': '62', 'Reactions': '73', 'Interceptions': '36', 'Vision': '73', 'Composure': '74', 'Crossing': '73', 'Acceleration': '85', 'Stamina': '76', 'Strength': '63', 'Balance': '80', 'Agility': '80', 'Jumping': '73', 'Heading': '61', 'Finishing': '67', 'Curve': '75', 'Penalties': '76', 'Volleys': '68', 'Solid': 'Player'}",78,None,62,73,36,73,74,73,85,63,,80,76,68,,73,61,75,,67
28,False, Schalke 04,20,, Français,novembre,19,1991,31,"1,74",Milieu de terrain,Droit,5677,44,Florent Mollet,22,1419,7,3.815243769437074,1,0.9046014957129956,44,20,6,0,F M S,Metz,6,3.055148769170046,5.639349233359098,2.5675193835049868,"{'Dribbling': '78', 'Marking': 'None', 'Aggression': '69', 'Reactions': '74', 'Interceptions': '54', 'Vision': '77', 'Composure': '73', 'Crossing': '72', 'Acceleration': '72', 'Stamina': '75', 'Strength': '56', 'Balance': '89', 'Agility': '76', 'Jumping': '67', 'Heading': '41', 'Finishing': '70', 'Curve': '77', 'Penalties': '69', 'Volleys': '71', 'Power': 'Free-Kick'}",78,None,69,74,54,77,73,72,72,56,,76,69,71,Free-Kick,67,41,77,,70
29,True, Kasımpaşa SK,19,, Français Camerounais,mai,28,1992,30,"1,85",Attaquant,Droit,5980,45,Stéphane Bahoken,26,1678,7,6.243412042036653,1,1.918734012171626,37,13,5,0,F S,Strasbourg,7,6.243412042036653,9.749432541429996,2.4055799124762416,"{'Dribbling': '71', 'Marking': 'None', 'Aggression': '54', 'Reactions': '69', 'Interceptions': '23', 'Vision': '55', 'Composure': '74', 'Crossing': '61', 'Acceleration': '72', 'Stamina': '67', 'Strength': '81', 'Balance': '70', 'Agility': '71', 'Jumping': '70', 'Heading': '73', 'Finishing': '73', 'Curve': '47', 'Penalties': '61', 'Volleys': '59', 'Injury': 'Prone'}",71,None,54,69,23,55,74,61,72,81,,71,61,59,,70,73,47,Prone,73
30,True, Olympique de Marseille,10,, Français,mars,29,1987,35,"1,75",Milieu offensif / Ailier,Droit,536,46,Dimitri Payet,31,2366,6,8.34452211484313,13,15.513514764606953,58,120,6,0,F M S,Marseille,4,6.06430509313941,24.2849899083376,9.171283685602248,"{'Dribbling': '84', 'Marking': 'None', 'Aggression': '54', 'Reactions': '79', 'Interceptions': '37', 'Vision': '87', 'Composure': '83', 'Crossing': '85', 'Acceleration': '71', 'Stamina': '67', 'Strength': '71', 'Balance': '74', 'Agility': '81', 'Jumping': '34', 'Heading': '59', 'Finishing': '75', 'Curve': '83', 'Penalties': '81', 'Volleys': '76'}",84,None,54,79,37,87,83,85,71,71,,81,81,76,,34,59,83,,75
31,True, Amiens SC,96,Gaël Romeo Kakuta Mambenga, Français Congolais,juin,21,1991,31,"1,73",Milieu offensif,Gauche,2549,47,Gaël Kakuta,36,3104,6,4.117425296455622,6,6.251863148063421,54,65,3,0,M,Amiens,6,3.357330482453108,8.084447367116809,2.754881113767624,"{'Dribbling': '81', 'Marking': 'None', 'Aggression': '51', 'Reactions': '75', 'Interceptions': '46', 'Vision': '80', 'Composure': '78', 'Crossing': '74', 'Acceleration': '73', 'Stamina': '59', 'Strength': '61', 'Balance': '84', 'Agility': '83', 'Jumping': '76', 'Heading': '67', 'Finishing': '70', 'Curve': '77', 'Penalties': '79', 'Volleys': '72'}",81,None,51,75,46,80,78,74,73,61,,83,79,72,,76,67,77,,70
32,True,,,, Français Ivoirien[1],janvier,27,1993,29,"1,93",Attaquant,Droit,4402,49,Yaya Sanogo,27,1504,6,7.614829253405333,0,0.3808081960305571,49,12,6,0,F S,Toulouse,6,7.614829253405333,6.411861274391413,0.6757549028843641,"{'Dribbling': '66', 'Marking': '31', 'Aggression': '46', 'Reactions': '66', 'Interceptions': '36', 'Vision': '59', 'Composure': '70', 'Crossing': '49', 'Acceleration': '61', 'Stamina': '65', 'Strength': '78', 'Balance': '35', 'Agility': '54', 'Jumping': '75', 'Heading': '74', 'Finishing': '68', 'Curve': '52', 'Penalties': '65', 'Volleys': '68', 'Injury': 'Prone'}",66,31,46,66,36,59,70,49,61,78,,54,65,68,,75,74,52,Prone,68
33,True, Olympique lyonnais,8,Houssem Eddine Chaabane Aouar, Français  Algérien,juin,30,1998,24,"1,75",Milieu relayeur / milieu offensif,Droit,5733,51,Houssem Aouar,32,2442,6,4.931064793840051,5,4.3267274824902415,49,37,1,0,F M S,Lyon,6,4.931064793840051,18.490656409412622,10.885216274764389,"{'Dribbling': '84', 'Marking': 'None', 'Aggression': '68', 'Reactions': '76', 'Interceptions': '68', 'Vision': '82', 'Composure': '80', 'Crossing': '69', 'Acceleration': '72', 'Stamina': '72', 'Strength': '66', 'Balance': '81', 'Agility': '82', 'Jumping': '65', 'Heading': '59', 'Finishing': '69', 'Curve': '80', 'Penalties': '74', 'Volleys': '68', 'Finesse': 'Shot'}",84,None,68,76,68,82,80,69,72,66,,82,74,68,,65,59,80,,69
34,True, Al-Nassr FC,18,Luiz Gustavo Dias, Brésilien,juillet,23,1987,35,"1,87",Milieu défensif,Gauche,387,53,Luiz Gustavo,34,3027,5,3.6687142197042704,1,0.6649259030818939,58,14,10,1,D M,Marseille,5,3.6687142197042704,17.305456110276282,14.697559197433293,"{'Reactions': '77', 'Acceleration': '72', 'Finishing': '77', 'id': 387}",,,,77,,,,,72,,,,,,,,,,,77
35,True,,,Emmanuel José Rivière, Français,mars,3,1990,32,"1,82",Avant centre,Droit,777,54,Emmanuel Rivière,28,2026,5,9.417108928784728,2,1.537241964135319,69,17,1,0,F S,Metz,3,7.896918987855315,9.336994536221027,1.9239083984866736,"{'Dribbling': '64', 'Marking': '19', 'Aggression': '56', 'Reactions': '62', 'Interceptions': '24', 'Vision': '58', 'Composure': '62', 'Crossing': '55', 'Acceleration': '76', 'Stamina': '54', 'Strength': '60', 'Balance': '65', 'Agility': '77', 'Jumping': '84', 'Heading': '72', 'Finishing': '67', 'Curve': '57', 'Penalties': '71', 'Volleys': '72', 'Injury': 'Prone'}",64,19,56,62,24,58,62,55,76,60,,77,71,72,,84,72,57,Prone,67
