,player_international,actual_team,number,Name,Nationalite,mois_de_naissance,jour_de_naissance,anne_de_naissance,age_actuel,taille_en_m,Poste,Pied_fort,id,Unnamed: 0,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,dico_fifa,Dribbling,Marking,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Acceleration,Strength,Balance,Agility,Penalties,Volleys,Power,Jumping,Heading,Curve,Injury,Finishing
75,False,,,,,,,,,,,,5509,108,Hernani,14,532,3,0.9037560895085336,0,1.466621408239007,16,12,1,2,F M S,Saint-Etienne,3,0.9037560895085336,2.074120359495282,0.5995250958949327,"{'Dribbling': '73', 'Marking': 'None', 'Aggression': '79', 'Reactions': '73', 'Interceptions': '77', 'Vision': '67', 'Composure': '69', 'Crossing': '53', 'Acceleration': '66', 'Stamina': '68', 'Strength': '69', 'Balance': '53', 'Agility': '64', 'Jumping': '63', 'Heading': '66', 'Finishing': '63', 'Curve': '63', 'Penalties': '72', 'Volleys': '59'}",73,None,79,73,77,67,69,53,66,69,,64,72,59,,63,66,63,,63
76,True, Stade rennais FC,7,Martin Albert Frédéric Terrier, Français,mars,4,1997,25,"1,84",Attaquant,Droit,5611,109,Martin Terrier,25,1675,3,4.730051783844829,3,2.868068798445165,50,26,3,0,F M S,Strasbourg,3,4.730051783844829,8.48465004004538,1.8247380005195737,"{'Dribbling': '79', 'Marking': 'None', 'Aggression': '55', 'Reactions': '78', 'Interceptions': '27', 'Vision': '77', 'Composure': '77', 'Crossing': '73', 'Acceleration': '84', 'Stamina': '73', 'Strength': '75', 'Balance': '70', 'Agility': '73', 'Jumping': '72', 'Heading': '75', 'Finishing': '84', 'Curve': '77', 'Penalties': '73', 'Volleys': '77', 'Finesse': 'Shot'}",79,None,55,78,27,77,77,73,84,75,,73,73,77,,72,75,77,,84
77,True, Al Arabi SC,,, Tunisien,juin,25,1997,25,"1,76",Milieu offensif / Ailier droit,Gauche,5651,110,Bassem Srarfi,26,852,3,2.3781840074807405,0,0.2606427986174822,24,6,1,0,F M S,Nice,3,2.3781840074807405,3.836225380189717,1.6705567175522449,"{'Dribbling': '71', 'Marking': 'None', 'Aggression': '66', 'Reactions': '62', 'Interceptions': '55', 'Vision': '67', 'Composure': '67', 'Crossing': '67', 'Acceleration': '76', 'Stamina': '55', 'Strength': '61', 'Balance': '75', 'Agility': '77', 'Jumping': '53', 'Heading': '51', 'Finishing': '64', 'Curve': '66', 'Penalties': '66', 'Volleys': '60'}",71,None,66,62,55,67,67,67,76,61,,77,66,60,,53,51,66,,64
78,True, Fatih Karagümrük,21,Jakup Jimmy Durmaz, Suédois   Turc (depuis 2012),mars,22,1989,33,"1,80",Milieu gauche,Gauche,5705,111,Jimmy Durmaz,20,1038,3,3.3974126763641834,3,1.515084033831954,14,22,5,0,F M S,Toulouse,0,0.3570296354591846,3.296476647257805,2.2191340010613203,"{'Dribbling': '70', 'Marking': 'None', 'Aggression': '73', 'Reactions': '61', 'Interceptions': '50', 'Vision': '72', 'Composure': '73', 'Crossing': '72', 'Acceleration': '53', 'Stamina': '53', 'Strength': '59', 'Balance': '74', 'Agility': '73', 'Jumping': '49', 'Heading': '32', 'Finishing': '62', 'Curve': '75', 'Penalties': '73', 'Volleys': '68'}",70,None,73,61,50,72,73,72,53,59,,73,73,68,,49,32,75,,62
79,True,,,Préjuce Niguimbe Nakoulma, Burkinabé,avril,21,1987,35,"1,76",Avant-centre / Ailier,Droit,5715,112,Prejuce Nakoulma,18,1153,3,3.21329309605062,0,0.997863506898284,27,14,4,0,F M S,Nantes,3,3.21329309605062,6.741991460323334,2.855383899062872,"{'Dribbling': '73', 'Marking': '28', 'Aggression': '60', 'Reactions': '68', 'Interceptions': '45', 'Vision': '65', 'Composure': '75', 'Crossing': '64', 'Acceleration': '76', 'Stamina': '61', 'Strength': '73', 'Balance': '77', 'Agility': '80', 'Jumping': '72', 'Heading': '56', 'Finishing': '68', 'Curve': '51', 'Penalties': '58', 'Volleys': '51'}",73,28,60,68,45,65,75,64,76,73,,80,58,51,,72,56,51,,68
80,False, Stade brestois 29,27,, Français,octobre,3,1991,31,"1,78",Arrière droit,,5975,114,Kenny Lala,31,2725,3,2.690289701335132,4,1.8080538976937528,15,25,4,1,D M S,Strasbourg,0,0.4100047005340457,6.874100482091308,5.462175166234374,"{'Dribbling': '71', 'Marking': '70', 'Aggression': '73', 'Reactions': '68', 'Interceptions': '72', 'Vision': '69', 'Composure': '70', 'Crossing': '72', 'Acceleration': '76', 'Stamina': '73', 'Strength': '71', 'Balance': '70', 'Agility': '67', 'Jumping': '71', 'Heading': '66', 'Finishing': '59', 'Curve': '75', 'Penalties': '75', 'Volleys': '44', 'Long': 'Throw-in'}",71,70,73,68,72,69,70,72,76,71,,67,75,44,,71,66,75,,59
81,False,,,, Français,juin,13,1983,39,"1,87",Attaquant,,5983,115,Jérémy Blayac,25,893,3,4.6210279278457165,1,1.6077047875151038,33,16,2,0,F S,Strasbourg,3,4.6210279278457165,5.728578547947109,1.324209195561707,"{'Dribbling': '63', 'Marking': '32', 'Aggression': '51', 'Reactions': '62', 'Interceptions': '27', 'Vision': '58', 'Composure': '60', 'Crossing': '42', 'Acceleration': '54', 'Stamina': '63', 'Strength': '79', 'Balance': '56', 'Agility': '66', 'Jumping': '55', 'Heading': '72', 'Finishing': '67', 'Curve': '49', 'Penalties': '62', 'Volleys': '53'}",63,32,51,62,27,58,60,42,54,79,,66,62,53,,55,72,49,,67
82,True, Borussia Mönchengladbach,10,Marcus Lilian Thuram-Ulien, Français,août,6,1997,25,"1,92",Attaquant,Droit,5992,116,Marcus Thuram,32,1922,3,4.8480642773211,1,2.5482580214738846,53,23,2,0,F M S,Guingamp,3,4.8480642773211,10.445339801721277,4.095684038475156,"{'Dribbling': '82', 'Marking': 'None', 'Aggression': '50', 'Reactions': '78', 'Interceptions': '45', 'Vision': '74', 'Composure': '72', 'Crossing': '74', 'Acceleration': '76', 'Stamina': '79', 'Strength': '85', 'Balance': '57', 'Agility': '73', 'Jumping': '71', 'Heading': '77', 'Finishing': '78', 'Curve': '66', 'Penalties': '70', 'Volleys': '70', 'Finesse': 'Shot'}",82,None,50,78,45,74,72,74,76,85,,73,70,70,,71,77,66,,78
83,False, Olympique lyonnais,23,Thiago Henrique Mendes Ribeiro, Brésilien,mars,15,1992,30,"1,77",Défenseur central / Milieu de terrain,Droit,6011,117,Thiago Mendes,31,2299,3,2.345227828249336,4,2.8172656474635005,45,41,3,1,M S,Lille,3,2.345227828249336,8.846740090288222,6.171776895411313,"{'Dribbling': '70', 'Marking': '53', 'Aggression': '83', 'Reactions': '77', 'Interceptions': '71', 'Vision': '82', 'Composure': '78', 'Crossing': '61', 'Acceleration': '54', 'Stamina': '67', 'Strength': '76', 'Balance': '56', 'Agility': '60', 'Jumping': '76', 'Heading': '75', 'Finishing': '62', 'Curve': '75', 'Penalties': '57', 'Volleys': '67', 'id': 6011}",70,53,83,77,71,82,78,61,54,76,,60,57,67,,76,75,75,,62
84,True, FSV Mayence 05,10,, Français,août,20,1996,26,"1,83",Milieu relayeur,,6019,118,Angelo Fulgini,29,1524,3,2.834555510431528,5,3.6402079202234745,37,34,4,0,M S,Angers,3,2.834555510431528,6.791809258982539,2.5894257817417383,"{'Dribbling': '81', 'Marking': 'None', 'Aggression': '69', 'Reactions': '75', 'Interceptions': '67', 'Vision': '79', 'Composure': '74', 'Crossing': '72', 'Acceleration': '71', 'Stamina': '81', 'Strength': '71', 'Balance': '64', 'Agility': '71', 'Jumping': '70', 'Heading': '67', 'Finishing': '74', 'Curve': '67', 'Penalties': '56', 'Volleys': '52'}",81,None,69,75,67,79,74,72,71,71,,71,56,52,,70,67,67,,74
85,True, FC Copenhague,12,Lukas Reiff Lerager, Danois,juillet,12,1993,29,"1,85",Milieu relayeur,Droit,6021,119,Lukas Lerager,37,3292,3,3.900424269028008,1,2.519936367869377,41,25,8,0,M,Bordeaux,3,3.900424269028008,11.12238479219377,6.206102062948048,"{'Dribbling': '67', 'Marking': 'None', 'Aggression': '82', 'Reactions': '75', 'Interceptions': '72', 'Vision': '68', 'Composure': '72', 'Crossing': '62', 'Acceleration': '55', 'Stamina': '88', 'Strength': '76', 'Balance': '65', 'Agility': '61', 'Jumping': '74', 'Heading': '71', 'Finishing': '62', 'Curve': '61', 'Penalties': '54', 'Volleys': '67'}",67,None,82,75,72,68,72,62,55,76,,61,54,67,,74,71,61,,62
86,True,,,, Serbe Américain Bosnien Allemand,décembre,10,1988,34,"1,93",Défenseur central,Droit,312,120,Neven Subotic,16,1440,2,1.096053320914507,1,1.0210851952433586,6,4,1,0,D,Saint-Etienne,2,1.096053320914507,2.841000869870186,2.462592877447605,"{'Dribbling': '37', 'Marking': '75', 'Aggression': '73', 'Reactions': '73', 'Interceptions': '72', 'Vision': '42', 'Composure': '71', 'Crossing': '45', 'Acceleration': '42', 'Stamina': '64', 'Strength': '76', 'Balance': '44', 'Agility': '48', 'Jumping': '68', 'Heading': '79', 'Finishing': '28', 'Curve': '30', 'Penalties': '40', 'Volleys': '29', 'Injury': 'Prone', 'Power': 'Header'}",37,75,73,73,72,42,71,45,42,76,,48,40,29,Header,68,79,30,Prone,28
87,True, AS Nancy-Lorraine,23,, Sénégalais,décembre,24,1989,33,"1,84",Avant-centre,Droit,656,121,Diafra Sakho,13,770,2,3.747680820524693,0,0.2306539956480264,20,6,1,0,F S,Rennes,2,3.747680820524693,4.534558206796646,0.8956796117126942,"{'Dribbling': '72', 'Marking': '27', 'Aggression': '67', 'Reactions': '70', 'Interceptions': '37', 'Vision': '56', 'Composure': '69', 'Crossing': '58', 'Acceleration': '68', 'Stamina': '60', 'Strength': '79', 'Balance': '60', 'Agility': '70', 'Jumping': '78', 'Heading': '75', 'Finishing': '75', 'Curve': '53', 'Penalties': '73', 'Volleys': '70', 'Injury': 'Prone'}",72,27,67,70,37,56,69,58,68,79,,70,73,70,,78,75,53,Prone,75
88,True, Elche CF,18,, Argentin Espagnol[1],mars,29,1997,25,"1,81",Avant-centre,Droit,2057,122,Ezequiel Ponce,28,1063,2,3.0814986899495125,1,2.02283704187721,21,12,2,0,F S,Lille,2,3.0814986899495125,6.12560726236552,1.8186654206365347,"{'Dribbling': '74', 'Marking': 'None', 'Aggression': '55', 'Reactions': '73', 'Interceptions': '29', 'Vision': '61', 'Composure': '70', 'Crossing': '59', 'Acceleration': '77', 'Stamina': '70', 'Strength': '74', 'Balance': '76', 'Agility': '74', 'Jumping': '79', 'Heading': '75', 'Finishing': '75', 'Curve': '68', 'Penalties': '68', 'Volleys': '67'}",74,None,55,73,29,61,70,59,77,74,,74,68,67,,79,75,68,,75
89,True,,,, Français,juillet,24,1983,39,"1,76",Milieu de terrain,Droit,3215,124,Étienne Didot,23,1644,2,0.6961559532210231,1,0.9951330199837684,13,14,4,0,M S,Guingamp,2,0.6961559532210231,4.362052555195987,3.432300784625113,"{'Dribbling': '69', 'Marking': '70', 'Aggression': '70', 'Reactions': '72', 'Interceptions': '71', 'Vision': '76', 'Composure': '75', 'Crossing': '78', 'Acceleration': '41', 'Stamina': '66', 'Strength': '62', 'Balance': '75', 'Agility': '67', 'Jumping': '62', 'Heading': '61', 'Finishing': '61', 'Curve': '69', 'Penalties': '68', 'Volleys': '65', 'Team': 'Player', 'id': 3215}",69,70,70,72,71,76,75,78,41,62,,67,68,65,,62,61,69,,61
90,False, Real Saragosse,11,, Argentin   Italien[1],mars,6,1996,26,"1,75",Milieu relayeur,Droit,3256,125,Valentin Vada,21,859,2,0.8445480056107044,1,0.3140498977154493,12,7,4,0,M S,Bordeaux,2,0.8445480056107044,4.92079078219831,4.112985057756305,"{'Dribbling': '65', 'Marking': 'None', 'Aggression': '70', 'Reactions': '69', 'Interceptions': '67', 'Vision': '71', 'Composure': '68', 'Crossing': '68', 'Acceleration': '62', 'Stamina': '75', 'Strength': '80', 'Balance': '78', 'Agility': '74', 'Jumping': '58', 'Heading': '52', 'Finishing': '64', 'Curve': '72', 'Penalties': '67', 'Volleys': '64'}",65,None,70,69,67,71,68,68,62,80,,74,67,64,,58,52,72,,64
91,True, Beşiktaş JK,18,, Algérien Français,mai,9,1992,30,"1,82",Ailier droit,Gauche,3276,126,Rachid Ghezzal,26,990,2,2.354957007803023,3,2.8788568740710616,29,16,2,1,F M S,Monaco,2,2.354957007803023,7.623757604509592,4.717470538802445,"{'Dribbling': '82', 'Marking': 'None', 'Aggression': '48', 'Reactions': '74', 'Interceptions': '27', 'Vision': '81', 'Composure': '75', 'Crossing': '84', 'Acceleration': '73', 'Stamina': '73', 'Strength': '59', 'Balance': '73', 'Agility': '82', 'Jumping': '54', 'Heading': '56', 'Finishing': '71', 'Curve': '84', 'Penalties': '75', 'Volleys': '62', 'id': 3276}",82,None,48,74,27,81,75,84,73,59,,82,75,62,,54,56,84,,71
92,True,,,, Burkinabé,avril,27,1988,34,"1,88",Défenseur central,Droit,3279,127,Bakary Koné,28,2462,2,1.0534574212506411,0,0.0174142997711896,10,1,3,0,D S,Strasbourg,2,1.0534574212506411,3.0969310458749533,3.060770994052291,"{'Dribbling': '41', 'Marking': '74', 'Aggression': '77', 'Reactions': '60', 'Interceptions': '74', 'Vision': '41', 'Composure': '67', 'Crossing': '33', 'Acceleration': '62', 'Stamina': '63', 'Strength': '79', 'Balance': '54', 'Agility': '70', 'Jumping': '83', 'Heading': '79', 'Finishing': '31', 'Curve': '46', 'Penalties': '53', 'Volleys': '35', 'Power': 'Header'}",41,74,77,60,74,41,67,33,62,79,,70,53,35,Header,83,79,46,,31
93,True, Fulham FC(en prêt du Paris Saint-Germain),3,Layvin Marc Kurzawa, Français,septembre,4,1992,30,"1,82","Arrière latéral, latéral gauche",Gauche,3298,128,Layvin Kurzawa,20,1706,2,1.3034825082868338,1,1.433395616710186,21,12,1,0,D S,Paris Saint Germain,2,1.3034825082868338,7.959582453593612,6.622183820232749,"{'Dribbling': '76', 'Marking': 'None', 'Aggression': '73', 'Reactions': '70', 'Interceptions': '73', 'Vision': '75', 'Composure': '74', 'Crossing': '75', 'Acceleration': '75', 'Stamina': '66', 'Strength': '68', 'Balance': '69', 'Agility': '70', 'Jumping': '83', 'Heading': '72', 'Finishing': '66', 'Curve': '69', 'Penalties': '54', 'Volleys': '61', 'Injury': 'Prone'}",76,None,73,70,73,75,74,75,75,68,,70,54,61,,83,72,69,Prone,66
94,True, Aris Salonique,6,, Burkinabè Français,février,18,1992,30,"1,87","Milieu relayeur, latéral droit",,3340,130,Bryan Dabo,16,1285,2,2.9156596194952726,0,0.5959213962778449,19,14,10,0,F M S,Saint-Etienne,1,1.3954644408077002,3.811334070749581,2.2351793814450502,"{'Dribbling': '73', 'Marking': '68', 'Aggression': '79', 'Reactions': '67', 'Interceptions': '69', 'Vision': '66', 'Composure': '70', 'Crossing': '64', 'Acceleration': '69', 'Stamina': '73', 'Strength': '76', 'Balance': '69', 'Agility': '70', 'Jumping': '81', 'Heading': '70', 'Finishing': '61', 'Curve': '62', 'Penalties': '62', 'Volleys': '59', 'Power': 'Header', 'Solid': 'Player'}",73,68,79,67,69,66,70,64,69,76,,70,62,59,Header,81,70,62,,61
95,True, Atlético de Madrid,11,Thomas Benoît Lemar[1], Français,novembre,12,1995,27,"1,71",Milieu offensif / Ailier,Gauche,3425,132,Thomas Lemar,30,2384,2,3.695131001994014,8,6.105057471431792,47,55,1,0,M S,Monaco,2,3.695131001994014,13.45476541481912,7.943641886115074,"{'Dribbling': '88', 'Marking': 'None', 'Aggression': '63', 'Reactions': '82', 'Interceptions': '78', 'Vision': '85', 'Composure': '80', 'Crossing': '82', 'Acceleration': '84', 'Stamina': '80', 'Strength': '56', 'Balance': '85', 'Agility': '90', 'Jumping': '68', 'Heading': '54', 'Finishing': '77', 'Curve': '85', 'Penalties': '69', 'Volleys': '77', 'Injury': 'Prone', 'Finesse': 'Shot', 'id': 3425}",88,None,63,82,78,85,80,82,84,56,,90,69,77,,68,54,85,Prone,77
96,True, FC Nantes,11,, Français,juin,24,1996,26,"1,81",Milieu offensif,Droit,3479,133,Marcus Coco,29,1586,2,2.202660095877945,2,2.170459317043424,28,18,5,0,F M S,Guingamp,2,2.202660095877945,5.025658981874585,1.0716139948926866,"{'Dribbling': '69', 'Marking': 'None', 'Aggression': '49', 'Reactions': '69', 'Interceptions': '54', 'Vision': '66', 'Composure': '67', 'Crossing': '72', 'Acceleration': '80', 'Stamina': '46', 'Strength': '64', 'Balance': '68', 'Agility': '81', 'Jumping': '62', 'Heading': '59', 'Finishing': '64', 'Curve': '59', 'Penalties': '59', 'Volleys': '68', 'Injury': 'Prone'}",69,None,49,69,54,66,67,72,80,64,,81,59,68,,62,59,59,Prone,64
97,True, SM Caen,29,, Français,juin,12,1988,34,"1,93",Défenseur central,,3488,134,Romain Thomas,28,2473,2,2.3335836455225945,0,0.7965276222676039,17,5,5,0,D M,Angers,2,2.3335836455225945,5.683630470186472,4.887408871203661,"{'Dribbling': '31', 'Marking': 'None', 'Aggression': '76', 'Reactions': '71', 'Interceptions': '74', 'Vision': '37', 'Composure': '73', 'Crossing': '42', 'Acceleration': '33', 'Stamina': '46', 'Strength': '83', 'Balance': '41', 'Agility': '38', 'Jumping': '69', 'Heading': '79', 'Finishing': '30', 'Curve': '39', 'Penalties': '50', 'Volleys': '18', 'Power': 'Header', 'Team': 'Player'}",31,None,76,71,74,37,73,42,33,83,,38,50,18,Header,69,79,39,,30
98,True, AC Ajaccio,23,, Français Italien[1],avril,29,1987,35,"1,83",Milieu défensif,Gauche,3490,135,Thomas Mangani,35,3032,2,3.497477162629366,6,6.229535223916173,37,63,7,0,M S,Angers,1,2.737382162362337,12.122184701263905,7.294237589463592,"{'Dribbling': '67', 'Marking': 'None', 'Aggression': '70', 'Reactions': '71', 'Interceptions': '70', 'Vision': '75', 'Composure': '75', 'Crossing': '67', 'Acceleration': '44', 'Stamina': '75', 'Strength': '74', 'Balance': '57', 'Agility': '63', 'Jumping': '67', 'Heading': '66', 'Finishing': '63', 'Curve': '74', 'Penalties': '83', 'Volleys': '64'}",67,None,70,71,70,75,75,67,44,74,,63,83,64,,67,66,74,,63
99,False, Angers SCO,15,, Français,avril,15,1987,35,"1,81",Milieu gauche,,3495,136,Pierrick Capelle,28,1910,2,2.5222078189253807,1,1.9018132127821443,40,30,3,0,D M S,Angers,2,2.5222078189253807,7.220445916056633,3.704573904164136,"{'Dribbling': '73', 'Marking': 'None', 'Aggression': '71', 'Reactions': '74', 'Interceptions': '73', 'Vision': '71', 'Composure': '65', 'Crossing': '75', 'Acceleration': '61', 'Stamina': '75', 'Strength': '65', 'Balance': '64', 'Agility': '72', 'Jumping': '68', 'Heading': '53', 'Finishing': '69', 'Curve': '75', 'Penalties': '63', 'Volleys': '77'}",73,None,71,74,73,71,65,75,61,65,,72,63,77,,68,53,75,,69
100,True, FC Annecy,17,, Français,août,19,1990,32,"1,80",Milieu de terrain,Droit,3507,137,Vincent Pajot,20,1291,2,1.55069038271904,2,1.6063005877658725,20,9,5,1,M S,Saint-Etienne,2,1.55069038271904,3.808884616009891,1.519172102212906,"{'Dribbling': '67', 'Marking': 'None', 'Aggression': '70', 'Reactions': '71', 'Interceptions': '62', 'Vision': '73', 'Composure': '68', 'Crossing': '65', 'Acceleration': '63', 'Stamina': '77', 'Strength': '71', 'Balance': '71', 'Agility': '69', 'Jumping': '73', 'Heading': '67', 'Finishing': '52', 'Curve': '56', 'Penalties': '59', 'Volleys': '47', 'Injury': 'Prone'}",67,None,70,71,62,73,68,65,63,71,,69,59,47,,73,67,56,Prone,52
101,True, Aris Limassol,22,, Français,août,19,1988,34,"1,83",Milieu gauche,,3513,138,Kévin Monnet-Paquet,30,1766,2,4.14957326464355,2,1.4160546027123928,27,21,0,0,F M S,Saint-Etienne,2,4.14957326464355,8.269421003758907,3.9591401275247335,"{'Dribbling': '70', 'Marking': '49', 'Aggression': '64', 'Reactions': '70', 'Interceptions': '53', 'Vision': '69', 'Composure': '68', 'Crossing': '73', 'Acceleration': '75', 'Stamina': '74', 'Strength': '71', 'Balance': '69', 'Agility': '72', 'Jumping': '66', 'Heading': '63', 'Finishing': '67', 'Curve': '68', 'Penalties': '57', 'Volleys': '67', 'Injury': 'Prone'}",70,49,64,70,53,69,68,73,75,71,,72,57,67,,66,63,68,Prone,67
102,True, Atlético Mineiro,34,Jemerson de Jesus Nascimento, Brésilien,août,24,1992,30,"1,84",Défenseur central,,3581,139,Jemerson,33,2857,2,1.263705313205719,0,0.1362510956823825,18,2,7,1,D,Monaco,2,1.263705313205719,5.174960347823799,5.154925319366157,"{'Dribbling': '54', 'Marking': '72', 'Aggression': '75', 'Reactions': '70', 'Interceptions': '72', 'Vision': '46', 'Composure': '72', 'Crossing': '30', 'Acceleration': '62', 'Stamina': '64', 'Strength': '78', 'Balance': '57', 'Agility': '61', 'Jumping': '79', 'Heading': '74', 'Finishing': '28', 'Curve': '26', 'Penalties': '54', 'Volleys': '46'}",54,72,75,70,72,46,72,30,62,78,,61,54,46,,79,74,26,,28
103,True, Étoile de Brou,10,, Français,janvier,2,1977,46,"1,78",Milieu de terrain,Droit,3583,140,Benjamin Nivet,26,1372,2,1.694859191775322,2,2.3104327470064163,17,27,0,0,M S,Troyes,2,1.694859191775322,6.055648727342486,3.2703903801739216,"{'Dribbling': '62', 'Marking': '58', 'Aggression': '58', 'Reactions': '70', 'Interceptions': '54', 'Vision': '79', 'Composure': '82', 'Crossing': '67', 'Acceleration': '34', 'Stamina': '31', 'Strength': '46', 'Balance': '62', 'Agility': '53', 'Jumping': '30', 'Heading': '58', 'Finishing': '67', 'Curve': '71', 'Penalties': '76', 'Volleys': '66', 'Team': 'Player'}",62,58,58,70,54,79,82,67,34,46,,53,76,66,,30,58,71,,67
104,True,,,, Français Ivoirien,janvier,13,1997,25,"1,82",Défenseur,Droit,3694,142,Joris Gnagnon,36,2913,2,1.892829714342952,2,0.3213123958557844,28,4,3,0,D S,Rennes,2,1.892829714342952,3.485402707010508,3.431309908628464,"{'Dribbling': '57', 'Marking': '69', 'Aggression': '75', 'Reactions': '60', 'Interceptions': '68', 'Vision': '47', 'Composure': '68', 'Crossing': '45', 'Acceleration': '39', 'Stamina': '34', 'Strength': '88', 'Balance': '44', 'Agility': '33', 'Jumping': '73', 'Heading': '73', 'Finishing': '28', 'Curve': '39', 'Penalties': '45', 'Volleys': '32', 'Power': 'Header'}",57,69,75,60,68,47,68,45,39,88,,33,45,32,Header,73,73,39,,28
105,True, Dijon FCO,88,, Français,décembre,26,1988,34,"1,88",Milieu de terrain,Droit,3740,143,Lucas Deaux,26,1960,2,1.8662762204185128,1,1.7681402694433928,18,15,6,1,M S,Guingamp,2,1.8662762204185128,4.952773708850145,3.213975411839783,"{'Dribbling': '61', 'Marking': 'None', 'Aggression': '76', 'Reactions': '68', 'Interceptions': '62', 'Vision': '65', 'Composure': '70', 'Crossing': '59', 'Acceleration': '32', 'Stamina': '79', 'Strength': '82', 'Balance': '49', 'Agility': '60', 'Jumping': '75', 'Heading': '68', 'Finishing': '51', 'Curve': '52', 'Penalties': '48', 'Volleys': '32', 'Injury': 'Prone'}",61,None,76,68,62,65,70,59,32,82,,60,48,32,,75,68,52,Prone,51
106,True,,,Abdoul Razzagui Camara, Guinéen   Français,février,20,1990,32,"1,77",Ailier gauche,Gauche,3745,144,Abdoul Camara,14,899,2,1.5366931958124042,1,0.7931667994707823,19,10,0,0,F M S,Guingamp,2,1.5366931958124042,2.195842830464244,0.5707698632031679,"{'Dribbling': '74', 'Marking': 'None', 'Aggression': '80', 'Reactions': '77', 'Interceptions': '73', 'Vision': '70', 'Composure': '77', 'Crossing': '53', 'Acceleration': '84', 'Stamina': '90', 'Strength': '69', 'Balance': '91', 'Agility': '88', 'Jumping': '80', 'Heading': '53', 'Finishing': '51', 'Curve': '63', 'Penalties': '57', 'Volleys': '49', 'id': 3745}",74,None,80,77,73,70,77,53,84,69,,88,57,49,,80,53,63,,51
107,True, FC Sion (prêté par Parme Calcio),10,, Français,janvier,28,1995,27,"1,80",Milieu relayeur,Droit,4768,145,Wylan Cyprien,16,942,2,1.196692993864417,2,1.365891294553876,20,18,2,0,M S,Nice,2,1.196692993864417,4.948874499648809,3.3379269763827324,"{'Dribbling': '71', 'Marking': 'None', 'Aggression': '72', 'Reactions': '70', 'Interceptions': '71', 'Vision': '70', 'Composure': '76', 'Crossing': '70', 'Acceleration': '64', 'Stamina': '68', 'Strength': '75', 'Balance': '72', 'Agility': '70', 'Jumping': '80', 'Heading': '64', 'Finishing': '65', 'Curve': '73', 'Penalties': '76', 'Volleys': '64', 'Injury': 'Prone'}",71,None,72,70,71,70,76,70,64,75,,70,76,64,,80,64,73,Prone,65
108,False, AEL Limassol,-,, Français,mars,25,1992,30,"1,69",Milieu de terrain,,4855,146,Bryan Pelé,31,1622,2,1.4683960136026144,2,2.020037011243403,21,23,1,0,M S,Troyes,2,1.4683960136026144,5.855512673035264,3.127323175780475,"{'Dribbling': '70', 'Marking': '47', 'Aggression': '31', 'Reactions': '66', 'Interceptions': '36', 'Vision': '70', 'Composure': '59', 'Crossing': '71', 'Acceleration': '73', 'Stamina': '66', 'Strength': '51', 'Balance': '90', 'Agility': '88', 'Jumping': '45', 'Heading': '49', 'Finishing': '63', 'Curve': '74', 'Penalties': '69', 'Volleys': '48', 'Early': 'Crosser'}",70,47,31,66,36,70,59,71,73,51,,88,69,48,,45,49,74,,63
109,True, Tottenham Hotspur,38,, Malien Ivoirien,août,30,1996,26,"1,81",Milieu relayeur,,5609,148,Yves Bissouma,24,1556,2,2.052620105445385,1,0.7561026141047478,41,11,3,0,D M S,Lille,2,2.052620105445385,6.764458355493844,4.873623277060688,"{'Dribbling': '81', 'Marking': 'None', 'Aggression': '77', 'Reactions': '79', 'Interceptions': '83', 'Vision': '76', 'Composure': '80', 'Crossing': '65', 'Acceleration': '71', 'Stamina': '82', 'Strength': '75', 'Balance': '77', 'Agility': '73', 'Jumping': '80', 'Heading': '65', 'Finishing': '58', 'Curve': '62', 'Penalties': '58', 'Volleys': '65', 'Power': 'Free-Kick'}",81,None,77,79,83,76,80,65,71,75,,73,58,65,Free-Kick,80,65,62,,58
110,True, Stade rennais FC,80,Miguel Ângelo da Silva Rocha, Portugais,novembre,10,1994,28,"1,86",Milieu de terrain,Droit,5704,149,Xeka,18,1404,2,2.1411920906975865,3,1.9840950025245547,34,23,4,0,M S,"Dijon,Lille",2,2.1411920906975865,3.5042494162917137,1.407246394082904,"{'Dribbling': '77', 'Marking': '72', 'Aggression': '81', 'Reactions': '75', 'Interceptions': '71', 'Vision': '78', 'Composure': '75', 'Crossing': '58', 'Acceleration': '54', 'Stamina': '78', 'Strength': '75', 'Balance': '55', 'Agility': '60', 'Jumping': '80', 'Heading': '67', 'Finishing': '55', 'Curve': '75', 'Penalties': '56', 'Volleys': '48'}",77,72,81,75,71,78,75,58,54,75,,60,56,48,,80,67,75,,55
111,True,,,Adama Salimou Diakhaby, Français Sénégalais,juillet,5,1996,26,"1,84",Attaquant,Gauche,5740,152,Adama Diakhaby,22,850,2,1.9421464763581755,3,0.9037377052009106,12,9,2,1,F M S,Monaco,2,1.9421464763581755,3.047243785113096,0.6156216058880091,"{'Dribbling': '69', 'Marking': '22', 'Aggression': '32', 'Reactions': '66', 'Interceptions': '14', 'Vision': '62', 'Composure': '63', 'Crossing': '63', 'Acceleration': '79', 'Stamina': '60', 'Strength': '60', 'Balance': '64', 'Agility': '86', 'Jumping': '73', 'Heading': '63', 'Finishing': '61', 'Curve': '54', 'Penalties': '67', 'Volleys': '61'}",69,22,32,66,14,62,63,63,79,60,,86,67,61,,73,63,54,,61
